Mask Name,OBJID,Velocity (km/s),Mask Name(Check),OBJID(Check),HI,CO,RA,Dec
A1M33P,AGB_403697,-120.0,A1M33P,AGB_403697,-132.01111320891175,-137.48411320891177,23.43870833333333,30.55225
A1M33P,RHeB_b_403858,-114.0,A1M33P,RHeB_b_403858,-126.18574499260052,,23.426875,30.542555555555555
A1M33P,BHeB_b_404103,-114.0,A1M33P,BHeB_b_404103,-134.2635844457986,-137.69558444579863,23.443499999999997,30.55275
A1M33P,BHeB_b_404117,-117.0,A1M33P,BHeB_b_404117,-132.3320618867577,-141.5830618867577,23.440666666666665,30.553333333333335
A1M33P,RHeB_b_413025,-126.0,A1M33P,RHeB_b_413025,-73.34524313631776,,23.399749999999997,30.573583333333332
A1M33P,RHeB_b_413114,-114.0,A1M33P,RHeB_b_413114,-331.1452789062073,-141.27427890620731,23.38295833333333,30.55975
A1M33P,MS_413194,-126.0,A1M33P,MS_413194,-141.68217845934538,,23.392999999999997,30.556555555555555
A1M33P,MS_413329,-117.0,A1M33P,MS_413329,-138.37301238334072,-143.64101238334075,23.384291666666666,30.563055555555557
A1M33P,MS_413436,-117.0,A1M33P,MS_413436,-133.9510431115872,,23.413416666666667,30.55302777777778
A1M33P,BHeB_b_413636,-120.0,A1M33P,BHeB_b_413636,-73.35196042674055,,23.39833333333333,30.573027777777778
A1M33P,BHeB_b_414151,-105.0,A1M33P,BHeB_b_414151,-141.2610403936275,,23.42170833333333,30.544
A1M33P,AGB_414693,-111.0,A1M33P,AGB_414693,-134.5300272542128,-130.83702725421279,23.396916666666666,30.539916666666667
A1M33P,BHeB_b_423219,-162.0,A1M33P,BHeB_b_423219,-142.48410762210813,,23.354166666666664,30.55761111111111
A1M33P,BHeB_b_428924,-126.0,A1M33P,BHeB_b_428924,-138.51853307463782,,23.507624999999997,30.520888888888887
A1M33P,RGB_429119,-117.0,A1M33P,RGB_429119,-139.77595431509255,,23.500083333333333,30.51861111111111
A1M33P,RHeB_b_431336,-126.0,A1M33P,RHeB_b_431336,-140.0028324826352,,23.465874999999997,30.522944444444445
A1M33P,RHeB_b_435570,-105.0,A1M33P,RHeB_b_435570,-113.73431796163094,,23.423,30.521444444444445
A1M33P,MS_435577,-108.0,A1M33P,MS_435577,-125.0061186546471,-130.00211865464706,23.408166666666666,30.53013888888889
A1M33P,MS_435582,-78.0,A1M33P,MS_435582,-136.6929837221402,,23.41875,30.532944444444443
A1M33P,AGB_435604,-108.0,A1M33P,AGB_435604,-206.1430582841853,,23.42420833333333,30.515722222222223
A1M33P,RHeB_b_435612,-105.0,A1M33P,RHeB_b_435612,-138.2430863097007,,23.40945833333333,30.518055555555556
A1M33P,RHeB_b_435743,-102.0,A1M33P,RHeB_b_435743,-209.91255742855103,,23.414666666666665,30.52213888888889
A1M33P,RHeB_b_435853,-102.0,A1M33P,RHeB_b_435853,-123.95782874488896,,23.40675,30.522972222222222
A1M33P,BHeB_b_435857,-108.0,A1M33P,BHeB_b_435857,-165.1428342711611,,23.425416666666663,30.5425
A1M33P,BHeB_b_435979,-102.0,A1M33P,BHeB_b_435979,-131.0413778213982,-126.59937782139822,23.411999999999995,30.52627777777778
A1M33P,RHeB_b_436037,-120.0,A1M33P,RHeB_b_436037,-137.9281500725399,,23.41075,30.51775
A1M33P,MS_442176,-126.0,A1M33P,MS_442176,-131.69505554978127,-136.56705554978126,23.37433333333333,30.529777777777777
A1M33P,RHeB_b_442200,-114.0,A1M33P,RHeB_b_442200,-121.58104202144713,,23.401125,30.525027777777776
A1M33P,BHeB_b_442302,-114.0,A1M33P,BHeB_b_442302,-130.20667046778263,-129.1316704677826,23.39570833333333,30.534111111111113
A1M33P,BHeB_b_446368,-126.0,A1M33P,BHeB_b_446368,-132.24169393353895,,23.365374999999997,30.528
A1M33P,MS_446523,-117.0,A1M33P,MS_446523,-125.66417200518794,,23.362791666666663,30.52561111111111
A1M33P,MS_446593,-108.0,A1M33P,MS_446593,-126.48662678832078,-129.19962678832076,23.349166666666665,30.52847222222222
A1M33P,CFHT158684,-189.0,A1M33P,CFHT158684,-124.63437277609931,,23.332541666666664,30.51786111111111
A1M33P,CFHT159690,-83.99999999999999,A1M33P,CFHT159690,-160.82638391460753,,23.605499999999996,30.519555555555556
A1M33P,CFHT160454,-129.0,A1M33P,CFHT160454,-173.57840089547622,,23.609333333333332,30.521833333333333
A1M33P,CFHT164450,-126.0,A1M33P,CFHT164450,-139.33528824778676,-140.98828824778678,23.48270833333333,30.531527777777775
A1M33P,CFHT169694,-120.0,A1M33P,CFHT169694,-138.5376616288685,,23.31808333333333,30.545472222222223
A1M33P,CFHT171233,-144.0,A1M33P,CFHT171233,-168.32438796283404,-175.62338796283404,23.59745833333333,30.548972222222226
A1M33P,CFHT176041,-162.0,A1M33P,CFHT176041,-141.09463527845227,-146.6946352784523,23.314999999999998,30.561944444444446
A1M33P,CFHT179645,-89.99999999999999,A1M33P,CFHT179645,-150.58204597642504,,23.325666666666663,30.56775
A2M33P,KG225,-120.0,A2M33P,KG225,-132.93451827091553,-135.42651827091552,23.39220833333333,30.5365
A2M33P,KG452,-156.0,A2M33P,KG452,-178.08739777803154,,23.571291666666664,30.574055555555557
A2M33P,CFHT169820,-153.0,A2M33P,CFHT169820,-170.43111490242043,-177.02211490242044,23.59470833333333,30.546055555555558
A2M33P,CFHT170651,-126.0,A2M33P,CFHT170651,-131.85664388940552,-132.1756438894055,23.311041666666664,30.54763888888889
A2M33P,AGB_328070,-162.0,A2M33P,AGB_328070,-175.5080592469355,,23.578999999999997,30.57363888888889
A2M33P,BHeB_b_329631,-150.0,A2M33P,BHeB_b_329631,-162.9157857008405,,23.561041666666664,30.557361111111113
A2M33P,MS_329652,-147.0,A2M33P,MS_329652,-167.71824029752088,-166.9052402975209,23.55833333333333,30.56227777777778
A2M33P,MS_329699,-177.0,A2M33P,MS_329699,-179.5778898066204,,23.56695833333333,30.5765
A2M33P,MS_329852,-153.0,A2M33P,MS_329852,-172.28105744950383,-168.23305744950383,23.562541666666664,30.56388888888889
A2M33P,RHeB_b_329854,-150.0,A2M33P,RHeB_b_329854,-160.11586236037348,-171.7538623603735,23.576416666666663,30.555444444444444
A2M33P,RGB_329982,-167.99999999999997,A2M33P,RGB_329982,-177.26392701136174,-176.37892701136172,23.557125,30.580972222222222
A2M33P,RHeB_b_330005,-162.0,A2M33P,RHeB_b_330005,-157.00070353612315,-158.20670353612317,23.55583333333333,30.55488888888889
A2M33P,RHeB_b_338458,-179.99999999999997,A2M33P,RHeB_b_338458,-164.53685457709406,,23.539624999999997,30.56813888888889
A2M33P,MS_344756,-120.0,A2M33P,MS_344756,-145.85733896611814,-154.43433896611813,23.497666666666664,30.574916666666667
A2M33P,MS_344762,-129.0,A2M33P,MS_344762,-143.55796385200267,-148.6739638520027,23.49941666666666,30.574166666666667
A2M33P,MS_344782,-132.0,A2M33P,MS_344782,-87.05972555048771,,23.481791666666663,30.559527777777777
A2M33P,RHeB_b_344783,-132.0,A2M33P,RHeB_b_344783,-153.81424951357383,-151.63124951357383,23.50233333333333,30.568194444444444
A2M33P,RHeB_b_356827,-126.0,A2M33P,RHeB_b_356827,-94.92908919669705,-152.50908919669703,23.444208333333332,30.573083333333333
A2M33P,BHeB_b_367033,-126.0,A2M33P,BHeB_b_367033,-144.35883767023265,-154.10983767023265,23.411166666666663,30.58088888888889
A2M33P,BHeB_b_367052,-120.0,A2M33P,BHeB_b_367052,-142.51793371730838,,23.415291666666665,30.582333333333334
A2M33P,RHeB_b_367496,-120.0,A2M33P,RHeB_b_367496,-142.3009305907474,,23.405749999999998,30.572694444444444
A2M33P,RGB_384374,-162.0,A2M33P,RGB_384374,-162.3512767202102,,23.582416666666663,30.554055555555557
A2M33P,RHeB_b_384471,-156.0,A2M33P,RHeB_b_384471,-153.10723395831664,,23.573791666666665,30.54363888888889
A2M33P,RHeB_b_384985,-162.0,A2M33P,RHeB_b_384985,-158.88114123166363,,23.540875,30.536722222222224
A2M33P,RGB_385525,-192.00000000000003,A2M33P,RGB_385525,-157.36468942717218,,23.54933333333333,30.54888888888889
A2M33P,MS_388766,-135.0,A2M33P,MS_388766,-146.85896510658526,,23.496374999999997,30.555611111111112
A2M33P,AGB_389073,-129.0,A2M33P,AGB_389073,-162.44150092286475,,23.515416666666663,30.53311111111111
A2M33P,BHeB_b_389115,-201.0,A2M33P,BHeB_b_389115,-163.0402906747557,,23.51120833333333,30.541694444444445
A2M33P,BHeB_b_394147,-120.0,A2M33P,BHeB_b_394147,-130.3180535469351,-131.44205354693509,23.45575,30.549944444444446
A2M33P,BHeB_b_394158,-129.0,A2M33P,BHeB_b_394158,-142.04303681046557,-140.49803681046558,23.489249999999995,30.540972222222223
A2M33P,RHeB_b_394174,-120.0,A2M33P,RHeB_b_394174,-138.82086481110557,,23.457166666666666,30.557666666666666
A2M33P,BHeB_b_394191,-129.0,A2M33P,BHeB_b_394191,-141.67060459301644,-143.67660459301644,23.495124999999998,30.535611111111113
A2M33P,MS_394217,-132.0,A2M33P,MS_394217,-141.56206981085467,-135.76806981085466,23.474666666666664,30.555972222222223
A2M33P,RHeB_b_394296,-114.0,A2M33P,RHeB_b_394296,-129.624762009075,-121.314762009075,23.458666666666666,30.54866666666667
A2M33P,AGB_394689,-111.0,A2M33P,AGB_394689,-132.82724331465744,-131.05524331465745,23.45320833333333,30.552111111111113
A2M33P,RGB_396348,-123.0,A2M33P,RGB_396348,-133.5703546369767,-129.5093546369767,23.48008333333333,30.521805555555556
A2M33P,BHeB_b_403378,-114.0,A2M33P,BHeB_b_403378,-127.89405096676477,-141.5810509667648,23.442999999999998,30.54925
A2M33P,MS_403412,-111.0,A2M33P,MS_403412,-129.4136991462377,-136.05369914623768,23.43325,30.555
A2M33P,RHeB_b_403435,-123.0,A2M33P,RHeB_b_403435,-139.4388174830775,,23.436374999999998,30.55997222222222
A2M33P,RHeB_b_403465,-117.0,A2M33P,RHeB_b_403465,-133.0462583310157,-136.83525833101572,23.437874999999995,30.552444444444443
A2M33P,MS_403681,-120.0,A2M33P,MS_403681,-131.11987943220146,-137.18887943220147,23.448666666666664,30.55
A2M33P,RHeB_b_403693,-126.0,A2M33P,RHeB_b_403693,-141.64013629508088,-151.59713629508087,23.426916666666664,30.576694444444446
A2M33P,MS_403739,-120.0,A2M33P,MS_403739,-128.46940405695523,,23.454375,30.545611111111114
A2M33P,RHeB_b_404052,-120.0,A2M33P,RHeB_b_404052,-130.62500626835288,,23.423875,30.55575
A2M33P,RGB_404072,-126.0,A2M33P,RGB_404072,-134.49000582348538,,23.43133333333333,30.55977777777778
A2M33P,MS_404942,-117.0,A2M33P,MS_404942,-130.8803992462556,-134.8193992462556,23.447249999999997,30.54925
A2M33P,MS_413018,-114.0,A2M33P,MS_413018,-150.88847336770849,,23.388749999999998,30.568805555555556
A2M33P,RHeB_b_413055,-132.0,A2M33P,RHeB_b_413055,-137.0195223267488,,23.39645833333333,30.554305555555555
A2M33P,RHeB_b_413075,-132.0,A2M33P,RHeB_b_413075,-154.5740170359475,-146.2480170359475,23.38308333333333,30.560694444444444
A2M33P,AGB_413133,-108.0,A2M33P,AGB_413133,-115.96839202170719,-141.4963920217072,23.400374999999997,30.555
A2M33P,RHeB_b_413252,-108.0,A2M33P,RHeB_b_413252,-337.1087260265206,,23.399124999999998,30.576027777777778
A2M33P,MS_413334,-138.0,A2M33P,MS_413334,-339.3271608065159,,23.378833333333333,30.573166666666665
A2M33P,MS_413408,-147.0,A2M33P,MS_413408,-73.50557390263688,,23.38008333333333,30.573444444444444
A2M33P,RHeB_b_422850,-120.0,A2M33P,RHeB_b_422850,-282.71961367828766,,23.361749999999997,30.56377777777778
A2M33P,RHeB_b_422861,-126.0,A2M33P,RHeB_b_422861,-147.41074276779617,,23.381375,30.555833333333332
A2M33P,BHeB_b_422952,-114.0,A2M33P,BHeB_b_422952,-173.14787863896854,,23.363166666666665,30.580166666666667
A2M33P,RHeB_b_431439,-147.0,A2M33P,RHeB_b_431439,-136.75884371320126,-132.11184371320124,23.467041666666663,30.516861111111112
A2M33P,MS_435587,-120.0,A2M33P,MS_435587,-121.67277245224105,-122.97677245224105,23.402874999999998,30.526
A2M33P,BHeB_b_435609,-120.0,A2M33P,BHeB_b_435609,-130.63265717408427,,23.413666666666664,30.528499999999998
A2M33P,RHeB_b_435620,-108.0,A2M33P,RHeB_b_435620,-112.87263698519988,,23.425291666666663,30.523
A2M33P,RHeB_b_435768,-96.0,A2M33P,RHeB_b_435768,-112.61761078503336,,23.422541666666667,30.51952777777778
A2M33P,RHeB_b_435803,-114.0,A2M33P,RHeB_b_435803,-122.54208922586561,-129.77108922586564,23.404416666666663,30.527166666666666
A2M33P,RHeB_b_435839,-108.0,A2M33P,RHeB_b_435839,-115.61799433186691,,23.418166666666664,30.51888888888889
A2M33P,CFHT169161,-159.0,A2M33P,CFHT169161,-169.64572951046256,-173.26672951046254,23.59345833333333,30.544555555555558
A2M33P,CFHT176714,-167.99999999999997,A2M33P,CFHT176714,-171.8359384170623,-184.1099384170623,23.589166666666664,30.5635
B1M33P,KG316,-167.99999999999997,B1M33P,KG316,-166.81091372724592,,23.460541666666664,30.63947222222222
B1M33P,KG272,-153.0,B1M33P,KG272,-143.87010211220849,-151.04410211220846,23.420166666666663,30.590083333333332
B1M33P,KG337,-165.0,B1M33P,KG337,-157.6841636610147,,23.480124999999997,30.59113888888889
B1M33P,MS_184889,-207.0,B1M33P,MS_184889,-197.18177397877994,-197.82577397877992,23.57570833333333,30.63536111111111
B1M33P,MS_185102,-219.0,B1M33P,MS_185102,-207.5885949450891,,23.55070833333333,30.65733333333333
B1M33P,BHeB_b_185201,-237.0,B1M33P,BHeB_b_185201,-199.68653904371402,-197.60353904371402,23.570499999999996,30.653694444444444
B1M33P,RHeB_b_185398,-198.0,B1M33P,RHeB_b_185398,-190.58434630524485,-205.51434630524486,23.58395833333333,30.635277777777777
B1M33P,AGB_186711,-210.0,B1M33P,AGB_186711,-192.3218581378549,-190.9638581378549,23.571666666666662,30.620694444444446
B1M33P,RGB_188235,-213.0,B1M33P,RGB_188235,-194.30831172752946,,23.56245833333333,30.640305555555557
B1M33P,RHeB_b_194706,-231.0,B1M33P,RHeB_b_194706,-196.31964714071947,,23.53633333333333,30.642666666666667
B1M33P,RHeB_b_194814,-219.0,B1M33P,RHeB_b_194814,-200.8044186068251,,23.543041666666664,30.635194444444444
B1M33P,BHeB_b_195338,-210.0,B1M33P,BHeB_b_195338,-197.64097357139968,,23.54045833333333,30.635694444444443
B1M33P,RHeB_b_266901,-201.0,B1M33P,RHeB_b_266901,-200.310790791122,-189.603790791122,23.578416666666666,30.618000000000002
B1M33P,MS_266927,-201.0,B1M33P,MS_266927,-197.3923177706937,,23.579749999999997,30.60966666666667
B1M33P,RGB_267007,-192.00000000000003,B1M33P,RGB_267007,-199.67444522238955,,23.577041666666663,30.618305555555555
B1M33P,RHeB_b_267864,-204.00000000000003,B1M33P,RHeB_b_267864,-195.81711814822827,,23.572916666666664,30.610277777777778
B1M33P,MS_267880,-179.99999999999997,B1M33P,MS_267880,-175.2476388139936,-168.4286388139936,23.548166666666663,30.60477777777778
B1M33P,RHeB_b_268066,-183.0,B1M33P,RHeB_b_268066,-174.97092572322723,,23.546916666666664,30.610166666666668
B1M33P,MS_268089,-207.0,B1M33P,MS_268089,-218.81291855903456,-196.68791855903456,23.55833333333333,30.60425
B1M33P,RGB_268683,-204.00000000000003,B1M33P,RGB_268683,-204.2791773347304,-203.2661773347304,23.561041666666664,30.609444444444446
B1M33P,BHeB_b_268739,-189.0,B1M33P,BHeB_b_268739,-176.9578521743928,,23.582541666666664,30.59819444444444
B1M33P,MS_275273,-183.0,B1M33P,MS_275273,-182.7814693511983,,23.527874999999998,30.60863888888889
B1M33P,RHeB_b_275325,-174.0,B1M33P,RHeB_b_275325,-188.477968492674,,23.525125,30.593527777777776
B1M33P,MS_275366,-186.0,B1M33P,MS_275366,-175.15060199416544,,23.50858333333333,30.625722222222223
B1M33P,RHeB_b_275382,-177.0,B1M33P,RHeB_b_275382,-163.27621120493288,-164.45621120493288,23.504749999999998,30.61063888888889
B1M33P,MS_275388,-177.0,B1M33P,MS_275388,-186.9991424234555,,23.5265,30.598583333333334
B1M33P,MS_275409,-189.0,B1M33P,MS_275409,-186.6445753957767,-175.8465753957767,23.532374999999995,30.61325
B1M33P,BHeB_b_275460,-189.0,B1M33P,BHeB_b_275460,-178.36946251000882,,23.53775,30.608194444444447
B1M33P,BHeB_b_275654,-186.0,B1M33P,BHeB_b_275654,-169.6264751263619,,23.523041666666664,30.61116666666667
B1M33P,RHeB_b_275661,-183.0,B1M33P,RHeB_b_275661,-157.7179870962885,,23.516124999999995,30.604972222222223
B1M33P,RHeB_b_275678,-162.0,B1M33P,RHeB_b_275678,-158.06608541885544,-172.04908541885544,23.519124999999995,30.609805555555557
B1M33P,RHeB_b_276156,-183.0,B1M33P,RHeB_b_276156,-157.13396106787872,,23.514874999999996,30.608472222222225
B1M33P,RHeB_b_276882,-186.0,B1M33P,RHeB_b_276882,-172.6911115593076,,23.509874999999997,30.622805555555555
B1M33P,RHeB_b_287494,-179.99999999999997,B1M33P,RHeB_b_287494,-171.48803064847232,-175.5210306484723,23.474958333333333,30.623305555555557
B1M33P,BHeB_b_287520,-165.0,B1M33P,BHeB_b_287520,-157.16380221868582,,23.48833333333333,30.598
B1M33P,RHeB_b_287578,-189.0,B1M33P,RHeB_b_287578,-181.33226165563528,,23.468541666666663,30.634527777777777
B1M33P,AGB_287579,-174.0,B1M33P,AGB_287579,-163.48888910171019,-167.32188910171018,23.49433333333333,30.603611111111114
B1M33P,MS_287581,-174.0,B1M33P,MS_287581,-168.65201351218693,-164.33101351218693,23.501291666666663,30.606472222222223
B1M33P,RHeB_b_287584,-162.0,B1M33P,RHeB_b_287584,-187.39430356538722,,23.462291666666662,30.636277777777778
B1M33P,MS_287710,-192.00000000000003,B1M33P,MS_287710,-176.48253134930422,-177.91953134930424,23.478875,30.623916666666666
B1M33P,MS_287725,-174.0,B1M33P,MS_287725,-161.01461540086115,-165.85061540086116,23.459,30.62686111111111
B1M33P,BHeB_b_287955,-165.0,B1M33P,BHeB_b_287955,-162.5243926517999,-162.42139265179992,23.493,30.600805555555556
B1M33P,RHeB_b_290252,-186.0,B1M33P,RHeB_b_290252,-162.3278920113219,-158.0268920113219,23.466749999999998,30.61861111111111
B1M33P,RHeB_b_301389,-183.0,B1M33P,RHeB_b_301389,-166.9021954446309,-162.13619544463089,23.42870833333333,30.646472222222222
B1M33P,RHeB_b_301415,-179.99999999999997,B1M33P,RHeB_b_301415,-154.93431604996908,,23.444999999999997,30.615444444444446
B1M33P,MS_301421,-179.99999999999997,B1M33P,MS_301421,-168.15544824634887,-164.32744824634887,23.447,30.643833333333333
B1M33P,BHeB_b_301437,-167.99999999999997,B1M33P,BHeB_b_301437,-162.37442254439705,,23.443666666666665,30.63238888888889
B1M33P,RHeB_b_301520,-177.0,B1M33P,RHeB_b_301520,-303.47073166425685,,23.432999999999996,30.638972222222222
B1M33P,RHeB_b_301540,-186.0,B1M33P,RHeB_b_301540,-169.89177851112828,-173.79977851112827,23.423333333333332,30.642694444444444
B1M33P,RHeB_b_301586,-177.0,B1M33P,RHeB_b_301586,-167.7228175765091,-172.5368175765091,23.417166666666663,30.639777777777777
B1M33P,AGB_301685,-162.0,B1M33P,AGB_301685,-161.00297019205382,,23.450249999999997,30.605611111111113
B1M33P,RHeB_b_301771,-183.0,B1M33P,RHeB_b_301771,-169.52280708798014,-165.83080708798013,23.430125,30.643916666666666
B1M33P,MS_301856,-174.0,B1M33P,MS_301856,-159.64444920935122,,23.45320833333333,30.616333333333333
B1M33P,MS_301866,-174.0,B1M33P,MS_301866,-158.2837400507301,-161.5797400507301,23.457791666666665,30.6255
B1M33P,AGB_303310,-174.0,B1M33P,AGB_303310,-160.6521848393972,-159.41718483939718,23.463499999999996,30.612750000000002
B1M33P,MS_314596,-179.99999999999997,B1M33P,MS_314596,-190.10485220130616,,23.397666666666666,30.643055555555556
B1M33P,RHeB_b_314628,-156.0,B1M33P,RHeB_b_314628,-148.21241059614226,-155.43841059614226,23.415791666666664,30.61727777777778
B1M33P,RHeB_b_314717,-156.0,B1M33P,RHeB_b_314717,-164.8697711401505,-177.3997711401505,23.389333333333333,30.633305555555555
B1M33P,AGB_314742,-174.0,B1M33P,AGB_314742,-154.8298202247693,-159.8678202247693,23.404416666666663,30.628722222222223
B1M33P,RHeB_b_314958,-162.0,B1M33P,RHeB_b_314958,-155.2613893992317,,23.41433333333333,30.620722222222224
B1M33P,RHeB_b_323995,-162.0,B1M33P,RHeB_b_323995,-160.71166486126543,,23.373416666666664,30.615944444444445
B1M33P,RHeB_b_328031,-186.0,B1M33P,RHeB_b_328031,-183.71249350973864,-174.15149350973863,23.574249999999996,30.582083333333333
B1M33P,AGB_329845,-186.0,B1M33P,AGB_329845,-176.5047452435721,,23.530916666666663,30.58811111111111
B1M33P,MS_330141,-189.0,B1M33P,MS_330141,-181.59680606092851,-186.1248060609285,23.551874999999995,30.585833333333333
B1M33P,RGB_330190,-195.0,B1M33P,RGB_330190,-183.47724130201132,-189.15424130201131,23.553124999999998,30.581777777777777
B1M33P,MS_336738,-174.0,B1M33P,MS_336738,-157.42847407014665,-162.80847407014664,23.507166666666663,30.600166666666667
B1M33P,RHeB_b_336876,-177.0,B1M33P,RHeB_b_336876,-152.86981193493494,,23.491791666666664,30.59322222222222
B1M33P,BHeB_b_336893,-179.99999999999997,B1M33P,BHeB_b_336893,-157.3313761283588,,23.511291666666665,30.59872222222222
B1M33P,RHeB_b_336916,-174.0,B1M33P,RHeB_b_336916,-157.25960004502932,,23.512666666666664,30.58436111111111
B1M33P,MS_344746,-162.0,B1M33P,MS_344746,-151.46367917936686,-152.38667917936687,23.465041666666664,30.581833333333332
B1M33P,BHeB_b_344821,-153.0,B1M33P,BHeB_b_344821,-156.0837163370927,,23.471166666666665,30.581138888888887
B1M33P,AGB_344872,-165.0,B1M33P,AGB_344872,-150.0601243869279,-152.8131243869279,23.495583333333332,30.583027777777776
B1M33P,MS_344920,-167.99999999999997,B1M33P,MS_344920,-154.13245279975422,,23.490166666666667,30.591055555555556
B1M33P,MS_345064,-167.99999999999997,B1M33P,MS_345064,-233.80755184595222,,23.472875,30.593916666666665
B1M33P,MS_356799,-153.0,B1M33P,MS_356799,-153.666370250657,-146.367370250657,23.43720833333333,30.604666666666667
B1M33P,MS_356829,-144.0,B1M33P,MS_356829,-138.35999201278918,,23.4275,30.600972222222225
B1M33P,RHeB_b_356837,-156.0,B1M33P,RHeB_b_356837,-139.31457815222456,,23.421624999999995,30.59433333333333
B1M33P,MS_356861,-144.0,B1M33P,MS_356861,-155.6669794290349,-146.77797942903493,23.435874999999996,30.607055555555558
B1M33P,BHeB_b_357209,-162.0,B1M33P,BHeB_b_357209,-145.82356744655257,,23.44008333333333,30.591527777777777
B1M33P,RGB_360403,-167.99999999999997,B1M33P,RGB_360403,-145.45664242991649,-145.85964242991648,23.431666666666665,30.611416666666667
B1M33P,MS_367026,-135.0,B1M33P,MS_367026,-264.3870365157979,-140.23603651579793,23.39625,30.600083333333334
B1M33P,RHeB_b_367087,-165.0,B1M33P,RHeB_b_367087,-73.62216939547041,,23.392374999999998,30.59761111111111
B1M33P,AGB_367168,-156.0,B1M33P,AGB_367168,-142.3216355081519,-149.7456355081519,23.408374999999996,30.6005
B1M33P,RHeB_b_378422,-150.0,B1M33P,RHeB_b_378422,-145.52860161756323,,23.38595833333333,30.595
B1M33P,MS_378460,-150.0,B1M33P,MS_378460,-158.73028291219458,-164.77128291219458,23.361624999999997,30.61527777777778
B1M33P,BHeB_b_378492,-126.0,B1M33P,BHeB_b_378492,-116.78737089499143,,23.38025,30.598555555555553
B1M33P,RHeB_b_378616,-150.0,B1M33P,RHeB_b_378616,-243.85303263780182,,23.369916666666665,30.605833333333333
B1M33P,CFHT186530,-213.0,B1M33P,CFHT186530,-180.58315993651658,,23.619666666666664,30.58163888888889
B1M33P,CFHT187776,-192.00000000000003,B1M33P,CFHT187776,-183.86464619898408,-183.6946461989841,23.63570833333333,30.590138888888887
B1M33P,CFHT189537,-222.0,B1M33P,CFHT189537,-195.26869562657768,-194.44069562657768,23.609791666666663,30.59675
B1M33P,CFHT190606,-156.0,B1M33P,CFHT190606,-152.28549510070133,-154.26749510070132,23.451874999999998,30.60152777777778
B1M33P,CFHT191355,-150.0,B1M33P,CFHT191355,-162.19417079891693,,23.328958333333333,30.603222222222225
B1M33P,CFHT193984,-89.99999999999999,B1M33P,CFHT193984,-171.41253296761306,,23.350875,30.61127777777778
B1M33P,CFHT197219,-162.0,B1M33P,CFHT197219,-74.10565906101895,,23.356041666666663,30.619805555555555
B1M33P,CFHT205422,-167.99999999999997,B1M33P,CFHT205422,-171.41831247385952,-173.57731247385954,23.357958333333332,30.64386111111111
B2M33P,RGB_368455,-129.0,B2M33P,RGB_368455,-143.31420046100268,-144.77920046100272,23.403208333333332,30.602805555555555
B2M33P,CFHT196146,-162.0,B2M33P,CFHT196146,-173.78022639789341,-178.32922639789342,23.500083333333333,30.617722222222223
B2M33P,KG416,-183.0,B2M33P,KG416,-199.64656730413097,,23.534833333333328,30.647555555555556
B2M33P,KG357,-132.0,B2M33P,KG357,-192.64422757414854,,23.492166666666666,30.63186111111111
B2M33P,KG228,-114.0,B2M33P,KG228,-73.61968329412348,,23.39395833333333,30.598805555555554
B2M33P,KG414,-195.0,B2M33P,KG414,-202.56544045481945,-211.08844045481945,23.531666666666666,30.650555555555552
B2M33P,RHeB_b_184925,-189.0,B2M33P,RHeB_b_184925,-208.4532781633278,,23.545166666666663,30.659777777777776
B2M33P,RHeB_b_185077,-144.0,B2M33P,RHeB_b_185077,-202.33119629831873,,23.57358333333333,30.634083333333333
B2M33P,RGB_186110,-174.0,B2M33P,RGB_186110,-194.61023073536322,-189.86423073536324,23.58445833333333,30.639333333333333
B2M33P,RGB_186150,-177.0,B2M33P,RGB_186150,-192.24842315059323,,23.581749999999996,30.640805555555556
B2M33P,AGB_186177,-186.0,B2M33P,AGB_186177,-198.02684058745874,-196.74484058745875,23.575166666666664,30.620166666666666
B2M33P,MS_194699,-186.0,B2M33P,MS_194699,-184.56269433638397,-190.14269433638395,23.525666666666666,30.6355
B2M33P,MS_194891,-186.0,B2M33P,MS_194891,-188.18397210583458,,23.527041666666666,30.636027777777777
B2M33P,RHeB_b_195015,-189.0,B2M33P,RHeB_b_195015,-201.59203081074403,,23.54895833333333,30.63586111111111
B2M33P,MS_208093,-165.0,B2M33P,MS_208093,-199.47286347766885,,23.490874999999996,30.640055555555556
B2M33P,BHeB_b_262275,-167.99999999999997,B2M33P,BHeB_b_262275,-180.906301586181,,23.381708333333332,30.658666666666665
B2M33P,RHeB_b_266893,-171.0,B2M33P,RHeB_b_266893,-199.8796813712732,,23.579041666666665,30.616555555555557
B2M33P,BHeB_b_266940,-186.0,B2M33P,BHeB_b_266940,-199.13972264431666,,23.576416666666663,30.615694444444447
B2M33P,MS_267861,-162.0,B2M33P,MS_267861,-183.93968153490636,-179.81568153490636,23.54104166666666,30.61947222222222
B2M33P,AGB_267874,-179.99999999999997,B2M33P,AGB_267874,-189.02440536060416,,23.570916666666665,30.61377777777778
B2M33P,MS_267883,-179.99999999999997,B2M33P,MS_267883,-199.58015130130363,-182.64215130130364,23.572166666666664,30.608083333333333
B2M33P,RHeB_b_267884,-177.0,B2M33P,RHeB_b_267884,-186.31842543166277,,23.569666666666663,30.61438888888889
B2M33P,RHeB_b_267962,-153.0,B2M33P,RHeB_b_267962,-175.91188298482254,-170.63888298482254,23.54645833333333,30.60291666666667
