Mask Name,Slit Number,RA,DEC,OBJECT ID,Redshift,QOP
M33D3B,20,23.299125,30.41494444444445,6003744,-126.0,3
M33D3B,22,23.322125,30.387583333333332,6003996,-138.0,3
M33D3B,24,23.28675,30.391361111111113,6004734,-114.0,3
M33D3B,28,23.29970833333333,30.400305555555555,6005513,-114.0,3
M33D3B,30,23.27875,30.411,6005724,-54.0,1
M33D3B,32,23.312375,30.39919444444445,6006994,-126.0,3
M33D3B,33,23.30341666666667,30.41458333333333,6007515,-78.0,2
M33D3B,37,23.297875,30.413055555555548,6008871,-114.0,3
M33D3B,39,23.30341666666667,30.37575,6009207,-120.0,3
M33D3B,42,23.282291666666666,30.39038888888889,6010511,-126.0,3
M33D3B,43,23.302083333333336,30.38261111111111,6010521,-120.0,3
M33D3B,44,23.30370833333333,30.39116666666667,6011098,-120.0,3
M33D3B,47,23.29520833333333,30.391861111111112,6013369,-114.0,3
M33D3B,50,23.31358333333333,30.38458333333333,8000135,-120.0,3
M33D3B,52,23.30483333333333,30.372722222222233,8000190,-126.0,3
M33D3B,55,23.344,30.38958333333333,8000254,-132.0,3
M33D3B,57,23.320375,30.381722222222226,8000276,-120.0,3
M33D3B,58,23.33695833333333,30.35658333333333,8000336,-132.0,3
M33D3B,72,23.33958333333333,30.39258333333333,8000827,-138.0,3
M33D3B,77,23.317875,30.36605555555556,8001084,-66.0,1
M33D3B,93,23.29954166666667,30.38383333333333,8004492,-126.0,3
M33D3B,94,23.266041666666666,30.43108333333333,5000039,-120.0,3
M33D3B,95,23.292875,30.45708333333333,5000067,-138.0,3
M33D3B,96,23.29420833333333,30.458972222222233,5000195,-138.0,3
M33D3B,97,23.301666666666666,30.452666666666666,5000208,-132.0,3
M33D3B,98,23.292875,30.46208333333333,5000517,-120.0,3
M33D3B,104,23.26620833333333,30.42983333333333,5000925,-126.0,3
M33D3B,108,23.292,30.450416666666666,5001158,-129.0,3
M33D3B,116,23.29125,30.4525,5001902,-123.0,3
M33D3B,117,23.30020833333333,30.4595,5001990,-132.0,3
M33D3B,118,23.291375,30.46005555555556,5002031,-141.0,3
M33D3B,127,23.25291666666667,30.482555555555553,5005330,-138.0,3
M33D3B,128,23.29541666666667,30.469305555555554,5005347,-120.0,3
M33D3B,131,23.26383333333333,30.472277777777766,5005941,-126.0,1
M33D3B,135,23.257375,30.48344444444445,5007121,-156.0,3
M33D3B,137,23.29570833333333,30.47069444444445,5008012,-120.0,3
M33D3B,138,23.25795833333333,30.47619444444444,5008058,-126.0,3
M33D3B,144,23.249375,30.46005555555556,5010376,-126.0,3
M33D3B,151,23.379125,30.29066666666667,7000073,-66.0,1
M33D3B,152,23.385041666666666,30.29636111111111,7000077,-111.0,3
M33D3B,167,23.381,30.310861111111112,7000527,-132.0,3
M33D3B,168,23.379166666666666,30.31119444444445,7000541,-147.0,3
M33D3B,169,23.3815,30.31383333333333,7000550,-126.0,3
M33D3B,189,23.37708333333333,30.32311111111111,7001126,-138.0,3
M33D3B,190,23.353375000000003,30.283361111111113,7001138,-102.0,1
M33D3B,192,23.38145833333333,30.32344444444445,7001443,-132.0,3
M33D3B,193,23.374250000000004,30.31280555555556,7003249,-126.0,3
M33D3B,197,23.40229166666667,30.25883333333333,7004780,-213.0,1
M33D3B,207,23.32366666666667,30.30925,118227,-114.0,3
M33D3B,210,23.325125,30.31813888888889,126000,-102.0,3
M33D3B,211,23.32558333333333,30.321027777777786,127513,-75.0,2
M33D3B,221,23.32995833333333,30.331861111111113,137854,-102.0,2
M33D3B,230,23.27191666666667,30.503972222222234,285268,-141.0,3
M33D3D,4,23.248625,30.476388888888888,5007889,-189.0,3
M33D3D,19,23.293875,30.40758333333333,6000073,-126.0,3
M33D3D,24,23.29258333333333,30.420527777777767,6000479,-126.0,3
M33D3D,25,23.28470833333333,30.37291666666667,6000483,-126.0,3
M33D3D,29,23.312125,30.393305555555553,6001138,-120.0,3
M33D3D,31,23.287208333333336,30.39283333333333,6002204,-120.0,3
M33D3D,34,23.27658333333333,30.3945,6003317,-120.0,3
M33D3D,40,23.302625,30.41186111111111,6004317,-126.0,3
M33D3D,42,23.29958333333333,30.38191666666667,6004796,-120.0,3
M33D3D,43,23.299375,30.39275,6004973,-132.0,3
M33D3D,55,23.29370833333333,30.39319444444445,6011838,-114.0,3
M33D3D,56,23.31858333333333,30.36330555555556,8000127,-132.0,3
M33D3D,61,23.30725,30.380222222222233,8000302,-126.0,3
M33D3D,63,23.35358333333333,30.388333333333332,8000331,-126.0,3
M33D3D,71,23.31016666666667,30.38813888888889,8000574,-132.0,3
M33D3D,80,23.311791666666664,30.38813888888889,8000935,-120.0,3
M33D3D,99,23.331125,30.37783333333333,8001524,-228.0,2
M33D3D,102,23.29733333333333,30.382777777777786,8004627,-132.0,3
M33D3D,103,23.295666666666666,30.382638888888888,8009069,-132.0,3
M33D3D,113,23.247166666666665,30.466166666666666,5001246,-159.0,3
M33D3D,164,23.367916666666666,30.287333333333336,7000522,-141.0,3
M33D3D,165,23.390875,30.305611111111112,7000524,-138.0,3
M33D3D,170,23.375125,30.29125,7000597,-126.0,1
M33D3D,171,23.3775,30.318555555555548,7000619,-114.0,3
M33D3D,175,23.38966666666667,30.27933333333333,7000716,-138.0,3
M33D3D,179,23.374875,30.308972222222234,7000803,-126.0,3
M33D3D,180,23.39175,30.27794444444445,7000820,-138.0,2
M33D3D,183,23.376,30.31344444444445,7000894,-126.0,3
M33D3D,226,23.37925000000001,30.34594444444444,147674,-126.0,3
M33D4A,5,23.28112500000001,30.233555555555558,9000124,-132.0,1
M33D4A,10,23.29441666666667,30.261944444444445,9000251,-117.0,3
M33D4A,33,23.287125,30.22886111111111,9001094,-117.0,3
M33D4A,36,23.28566666666667,30.277166666666666,9001225,-138.0,3
M33D4A,55,23.379916666666666,30.294638888888887,7000039,-108.0,3
M33D4A,58,23.37708333333333,30.30094444444445,7000174,-102.0,3
M33D4A,59,23.390166666666666,30.302,7000185,-129.0,3
M33D4A,68,23.3595,30.305222222222234,7000636,-126.0,3
M33D4A,70,23.38750000000001,30.30836111111111,7000692,-129.0,3
M33D4A,82,23.38520833333333,30.27547222222222,7001010,-138.0,2
M33D4A,95,23.38575,30.297138888888888,7002279,-108.0,3
M33D4A,97,23.358,30.28761111111111,7003402,-114.0,3
M33D4A,101,23.35741666666667,30.293277777777767,7003815,-114.0,3
M33D4A,104,23.37254166666667,30.28791666666667,7004475,-126.0,3
M33D4A,107,23.35691666666667,30.28505555555556,7004998,-114.0,3
M33D4A,110,23.384,30.320694444444445,7005563,-138.0,3
M33D4A,113,23.373875,30.29947222222223,7007572,-126.0,3
M33D4A,127,23.246125,30.20819444444445,35864,-126.0,1
M33D4A,192,23.44470833333333,30.28683333333333,100978,-120.0,3
M33D4A,212,23.43358333333333,30.318166666666666,125170,-126.0,3
M33D4A,218,23.45591666666667,30.3315,139880,-126.0,3
M33D4A,223,23.45404166666667,30.339916666666664,143429,-126.0,3
M33D4A,224,23.45554166666667,30.340277777777768,143808,-138.0,3
M33D4A,225,23.46,30.339527777777768,144357,-138.0,3
M33D4A,227,23.428,30.34125,145841,-138.0,2
M33D4A,228,23.46054166666667,30.343555555555554,145944,-138.0,3
M33D4B,56,23.28216666666667,30.28175,9001617,-179.99999999999997,1
M33D4B,68,23.392625,30.299944444444453,7000370,-138.0,3
M33D4B,75,23.39254166666667,30.302277777777785,7000560,-132.0,3
M33D4B,79,23.38870833333333,30.28080555555556,7000911,-126.0,3
M33D4B,80,23.38870833333333,30.29902777777778,7000918,-132.0,3
M33D4B,95,23.35125,30.282055555555555,7002798,-126.0,3
M33D4B,100,23.35958333333333,30.30344444444445,7003770,-126.0,3
M33D4B,166,23.32841666666667,30.248555555555555,69893,-102.0,1
M33D4B,190,23.32695833333333,30.29625,107379,-117.0,3
M33D4B,209,23.453375,30.33730555555556,141230,-144.0,3
M33D4B,214,23.467208333333332,30.33763888888889,144348,-138.0,3
M33D4B,216,23.42866666666667,30.34247222222222,145574,-150.0,3
M33D4B,217,23.42895833333333,30.34472222222222,147362,-150.0,3
M33D4C,23,23.35125,30.282055555555555,7002798,-102.0,3
M33D4C,24,23.35958333333333,30.30344444444445,7003770,-108.0,3
M33D4C,88,23.37808333333333,30.310222222222233,7000481,-114.0,3
M33D4C,98,23.412,30.297666666666668,7000856,-126.0,3
M33D4C,107,23.38029166666667,30.311555555555557,7001207,-126.0,3
M33D4C,126,23.27091666666667,30.202472222222234,31267,-108.0,3
M33D4C,137,23.23583333333333,30.211361111111113,38653,-126.0,1
M33D4C,142,23.242041666666665,30.21622222222221,42386,-114.0,3
M33D4C,144,23.247166666666665,30.21747222222222,43059,-120.0,3
M33D4C,201,23.44483333333333,30.29588888888889,114695,-147.0,3
M33D4C,208,23.46,30.32341666666667,131364,-114.0,2
M33D4C,214,23.451875,30.329472222222233,137313,-138.0,3
M33D4C,216,23.46679166666667,30.333972222222233,139797,-141.0,3
M33D4C,217,23.454166666666666,30.33822222222221,142035,-144.0,3
M33D4C,218,23.448166666666665,30.338666666666665,142234,-138.0,3
M33D4C,220,23.456291666666665,30.341027777777768,143683,-150.0,3
M33D4C,221,23.465999999999998,30.33888888888889,144339,-150.0,3
M33D4C,222,23.458791666666666,30.34175,144637,-150.0,3
M33MA1,75,23.74220833333333,30.516388888888887,297692,-179.99999999999997,3
M33MA1,78,23.672791666666665,30.518361111111112,300427,-126.0,3
M33MA2,87,23.67945833333333,30.466527777777767,249868,-177.0,3
M33MA2,92,23.70658333333333,30.47194444444445,255516,-171.0,3
M33MA2,97,23.700291666666665,30.477777777777767,262011,-167.99999999999997,3
A1M33P,2,23.56754166666667,30.589055555555554,AGB_268622,-171.0,3
A1M33P,3,23.529625,30.591361111111112,RHeB_b_275281,-159.0,3
A1M33P,5,23.57904166666667,30.574666666666666,RHeB_b_328061,-162.0,3
A1M33P,13,23.568791666666666,30.555083333333336,RHeB_b_329648,-162.0,3
A1M33P,14,23.55716666666667,30.56163888888889,MS_329667,-153.0,3
A1M33P,15,23.566208333333336,30.568027777777786,MS_329685,-150.0,3
A1M33P,16,23.5465,30.569222222222226,RHeB_b_329767,-156.0,3
A1M33P,17,23.56104166666667,30.563861111111112,MS_329835,-156.0,3
A1M33P,18,23.562416666666664,30.563222222222233,MS_329855,-153.0,3
A1M33P,19,23.563666666666666,30.55633333333333,RHeB_b_329964,-156.0,3
A1M33P,20,23.54895833333333,30.566666666666666,MS_329968,-153.0,3
A1M33P,21,23.55970833333333,30.56875,MS_330089,-159.0,3
A1M33P,22,23.54775,30.57216666666667,MS_330143,-156.0,3
A1M33P,24,23.574,30.55525,RGB_331030,-147.0,3
A1M33P,25,23.5585,30.55238888888889,RGB_331226,-150.0,3
A1M33P,26,23.54520833333333,30.57011111111111,RGB_332324,-159.0,3
A1M33P,27,23.52795833333333,30.574972222222208,RHeB_b_336733,-150.0,3
A1M33P,28,23.53875,30.570611111111113,BHeB_b_336743,-159.0,3
A1M33P,29,23.512291666666666,30.566527777777786,RHeB_b_336852,-138.0,3
A1M33P,30,23.53358333333333,30.56444444444445,BHeB_b_336873,-167.99999999999997,3
A1M33P,31,23.537416666666665,30.57044444444445,MS_336906,-159.0,3
A1M33P,33,23.48833333333333,30.574805555555557,MS_344804,-144.0,3
A1M33P,34,23.49708333333333,30.564805555555555,RHeB_b_344805,-135.0,3
A1M33P,35,23.492791666666665,30.55958333333333,MS_344862,-108.0,3
A1M33P,36,23.476333333333336,30.56736111111111,RHeB_b_344870,-126.0,3
A1M33P,37,23.49429166666667,30.560388888888887,RHeB_b_344913,-132.0,3
A1M33P,38,23.48391666666667,30.572194444444445,RHeB_b_344972,-144.0,3
A1M33P,39,23.495625,30.569972222222226,RHeB_b_345229,-141.0,3
A1M33P,40,23.416166666666665,30.5795,BHeB_b_367030,-126.0,3
A1M33P,41,23.40233333333333,30.590888888888887,BHeB_b_367041,-129.0,3
A1M33P,42,23.417458333333336,30.58316666666667,RHeB_b_367074,-114.0,3
A1M33P,43,23.40391666666667,30.5875,MS_367311,-123.0,3
A1M33P,45,23.37254166666667,30.574444444444445,BHeB_b_378480,-129.0,3
A1M33P,49,23.371,30.57713888888889,RGB_380335,-138.0,3
A1M33P,53,23.55575,30.5285,RHeB_b_385234,-162.0,3
A1M33P,59,23.49854166666667,30.55913888888889,BHeB_b_388561,-144.0,3
A1M33P,61,23.49162500000001,30.54958333333333,MS_388571,-132.0,3
A1M33P,69,23.50325,30.553472222222233,BHeB_b_388753,-135.0,3
A1M33P,70,23.51083333333333,30.52083333333333,MS_388793,-129.0,3
A1M33P,71,23.509041666666665,30.56425,MS_388823,-126.0,3
A1M33P,72,23.523000000000003,30.53913888888889,AGB_388892,-126.0,3
A1M33P,73,23.52608333333333,30.541722222222226,RGB_388929,-126.0,1
A1M33P,78,23.45370833333333,30.56511111111111,RHeB_b_394173,-126.0,3
A1M33P,80,23.46179166666667,30.55319444444445,RHeB_b_394275,-120.0,3
A1M33P,81,23.467125,30.555555555555557,RHeB_b_394292,-114.0,3
A1M33P,82,23.45916666666667,30.556027777777786,MS_394302,-114.0,3
A1M33P,83,23.47791666666667,30.54152777777778,MS_394303,-126.0,3
A1M33P,90,23.489875,30.539361111111113,MS_394606,-129.0,3
A1M33P,91,23.47970833333333,30.555222222222234,RGB_394735,-120.0,3
A1M33P,92,23.46316666666667,30.568305555555554,AGB_395267,-126.0,3
A1M33P,94,23.451875,30.561555555555557,RGB_396936,-120.0,3
A1M33P,95,23.43145833333333,30.55086111111111,RHeB_b_403384,-114.0,3
A1M33P,96,23.44700000000001,30.55183333333333,MS_403391,-117.0,3
A1M33P,97,23.460375,30.539472222222226,RHeB_b_403430,-117.0,3
A1M33P,98,23.44520833333333,30.539972222222232,BHeB_b_403439,-102.0,3
A1M33P,99,23.43304166666667,30.554222222222233,BHeB_b_403443,-120.0,3
A1M33P,100,23.42991666666667,30.542444444444445,RHeB_b_403451,-114.0,3
A1M33P,102,23.43591666666667,30.54091666666667,MS_403488,-114.0,3
A1M33P,103,23.44995833333333,30.53866666666667,RHeB_b_403527,-102.0,3
A1M33P,104,23.43741666666667,30.54963888888889,MS_403588,-108.0,3
A1M33P,105,23.434375,30.552083333333336,BHeB_b_403591,-114.0,3
A1M33P,106,23.43870833333333,30.55225,AGB_403697,-120.0,3
A1M33P,107,23.426875,30.54255555555555,RHeB_b_403858,-114.0,3
A1M33P,108,23.4435,30.55275,BHeB_b_404103,-114.0,3
A1M33P,109,23.44066666666667,30.55333333333333,BHeB_b_404117,-117.0,3
A1M33P,110,23.44841666666667,30.54291666666667,BHeB_b_405092,-105.0,3
A1M33P,111,23.39975,30.573583333333332,RHeB_b_413025,-126.0,3
A1M33P,114,23.38295833333333,30.55975,RHeB_b_413114,-114.0,3
A1M33P,116,23.393,30.556555555555555,MS_413194,-126.0,3
A1M33P,117,23.394416666666668,30.57591666666667,RHeB_b_413229,-126.0,1
A1M33P,118,23.38429166666667,30.563055555555557,MS_413329,-117.0,3
A1M33P,119,23.41341666666667,30.553027777777785,MS_413436,-117.0,3
A1M33P,121,23.39833333333333,30.573027777777767,BHeB_b_413636,-120.0,3
A1M33P,122,23.42170833333333,30.544,BHeB_b_414151,-105.0,3
A1M33P,123,23.396916666666666,30.53991666666667,AGB_414693,-111.0,3
A1M33P,126,23.35416666666667,30.55761111111111,BHeB_b_423219,-162.0,2
A1M33P,129,23.507625,30.520888888888887,BHeB_b_428924,-126.0,3
A1M33P,130,23.50008333333333,30.518611111111113,RGB_429119,-117.0,3
A1M33P,132,23.465875,30.52294444444445,RHeB_b_431336,-126.0,3
A1M33P,135,23.423000000000002,30.52144444444445,RHeB_b_435570,-105.0,3
A1M33P,136,23.408166666666666,30.53013888888889,MS_435577,-108.0,3
A1M33P,137,23.41875,30.53294444444445,MS_435582,-78.0,1
A1M33P,138,23.42420833333333,30.515722222222234,AGB_435604,-108.0,3
A1M33P,139,23.40945833333333,30.51805555555556,RHeB_b_435612,-105.0,3
A1M33P,140,23.42025,30.53916666666667,RHeB_b_435625,-114.0,3
A1M33P,141,23.414666666666665,30.52213888888889,RHeB_b_435743,-102.0,3
A1M33P,142,23.40675,30.522972222222233,RHeB_b_435853,-102.0,3
A1M33P,143,23.42541666666667,30.5425,BHeB_b_435857,-108.0,3
A1M33P,144,23.412,30.526277777777786,BHeB_b_435979,-102.0,3
A1M33P,145,23.41075,30.51775,RHeB_b_436037,-120.0,3
A1M33P,146,23.42870833333333,30.526138888888887,RGB_436468,-89.99999999999999,3
A1M33P,147,23.37433333333333,30.529777777777767,MS_442176,-126.0,3
A1M33P,148,23.401125,30.525027777777765,RHeB_b_442200,-114.0,3
A1M33P,149,23.39570833333333,30.534111111111113,BHeB_b_442302,-114.0,3
A1M33P,157,23.365375,30.528,BHeB_b_446368,-126.0,3
A1M33P,161,23.362791666666666,30.52561111111111,MS_446523,-117.0,3
A1M33P,162,23.34916666666667,30.52847222222222,MS_446593,-108.0,3
A1M33P,170,23.33254166666667,30.517861111111113,CFHT158684,-189.0,1
A1M33P,176,23.6055,30.51955555555556,CFHT159690,-83.99999999999999,1
A1M33P,177,23.32958333333333,30.519444444444442,CFHT159750,-72.0,2
A1M33P,178,23.32829166666667,30.51958333333333,CFHT159790,-108.0,3
A1M33P,181,23.60933333333333,30.52183333333333,CFHT160454,-129.0,3
A1M33P,186,23.48270833333333,30.531527777777768,CFHT164450,-126.0,3
A1M33P,188,23.60120833333333,30.53427777777778,CFHT165312,-132.0,3
A1M33P,192,23.34016666666667,30.536583333333336,CFHT166265,-126.0,3
A1M33P,195,23.32416666666667,30.540222222222226,CFHT167592,-117.0,3
A1M33P,197,23.319416666666665,30.54508333333333,CFHT169559,-114.0,3
A1M33P,198,23.31808333333333,30.545472222222234,CFHT169694,-120.0,3
A1M33P,200,23.31104166666667,30.547638888888887,CFHT170651,-126.0,3
A1M33P,201,23.59745833333333,30.548972222222233,CFHT171233,-144.0,3
A1M33P,203,23.313208333333336,30.55172222222223,CFHT172127,-102.0,3
A1M33P,208,23.315,30.56194444444445,CFHT176041,-162.0,1
A1M33P,210,23.592125,30.564972222222234,CFHT177507,-171.0,3
A1M33P,211,23.59333333333333,30.564694444444445,CFHT177608,-167.99999999999997,3
A1M33P,213,23.59058333333333,30.565444444444445,CFHT177910,-165.0,3
